
############################
training pill
############################

Type : pill Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.44794, avg_reader_cost: 2.52006 sec, avg_batch_cost: 2.64218 sec, avg_samples: 96.0, avg_ips: 36.33365 images/sec.
Type : pill Train [ Epoch 251/256 iter 1 ] lr: 0.02984, loss: 0.19949, avg_reader_cost: 2.84154 sec, avg_batch_cost: 2.95492 sec, avg_samples: 96.0, avg_ips: 32.48819 images/sec.
Type : pill Train [ Epoch 251/256 iter 2 ] lr: 0.02984, loss: 0.17930, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11268 sec, avg_samples: 96.0, avg_ips: 851.98131 images/sec.
Type : pill Train [ Epoch 251/256 iter 3 ] lr: 0.02984, loss: 0.19275, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.09357 sec, avg_samples: 75.0, avg_ips: 801.56352 images/sec.
Type : pill Train [ Epoch 252/256 iter 1 ] lr: 0.02989, loss: 0.20207, avg_reader_cost: 2.82531 sec, avg_batch_cost: 2.93889 sec, avg_samples: 96.0, avg_ips: 32.66535 images/sec.
Type : pill Train [ Epoch 252/256 iter 2 ] lr: 0.02989, loss: 0.25750, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11294 sec, avg_samples: 96.0, avg_ips: 850.02625 images/sec.
Type : pill Train [ Epoch 252/256 iter 3 ] lr: 0.02989, loss: 0.21798, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.09955 sec, avg_samples: 75.0, avg_ips: 753.38478 images/sec.
Type : pill Train [ Epoch 253/256 iter 1 ] lr: 0.02993, loss: 0.24024, avg_reader_cost: 2.78216 sec, avg_batch_cost: 2.89475 sec, avg_samples: 96.0, avg_ips: 33.16343 images/sec.
Type : pill Train [ Epoch 253/256 iter 2 ] lr: 0.02993, loss: 0.19729, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11364 sec, avg_samples: 96.0, avg_ips: 844.77067 images/sec.
Type : pill Train [ Epoch 253/256 iter 3 ] lr: 0.02993, loss: 0.20372, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.09520 sec, avg_samples: 75.0, avg_ips: 787.84421 images/sec.
Type : pill Train [ Epoch 254/256 iter 1 ] lr: 0.02996, loss: 0.20478, avg_reader_cost: 2.84197 sec, avg_batch_cost: 2.94943 sec, avg_samples: 96.0, avg_ips: 32.54869 images/sec.
Type : pill Train [ Epoch 254/256 iter 2 ] lr: 0.02996, loss: 0.21873, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10313 sec, avg_samples: 96.0, avg_ips: 930.82861 images/sec.
Type : pill Train [ Epoch 254/256 iter 3 ] lr: 0.02996, loss: 0.27245, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.08736 sec, avg_samples: 75.0, avg_ips: 858.48930 images/sec.
Type : pill Train [ Epoch 255/256 iter 1 ] lr: 0.02998, loss: 0.22810, avg_reader_cost: 2.77567 sec, avg_batch_cost: 2.88167 sec, avg_samples: 96.0, avg_ips: 33.31399 images/sec.
Type : pill Train [ Epoch 255/256 iter 2 ] lr: 0.02998, loss: 0.22097, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10297 sec, avg_samples: 96.0, avg_ips: 932.33301 images/sec.
Type : pill Train [ Epoch 255/256 iter 3 ] lr: 0.02998, loss: 0.25076, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.08612 sec, avg_samples: 75.0, avg_ips: 870.83797 images/sec.
Type : pill Train [ Epoch 256/256 iter 1 ] lr: 0.03000, loss: 0.24050, avg_reader_cost: 2.66813 sec, avg_batch_cost: 2.78047 sec, avg_samples: 96.0, avg_ips: 34.52650 images/sec.
Type : pill Train [ Epoch 256/256 iter 2 ] lr: 0.03000, loss: 0.23951, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11198 sec, avg_samples: 96.0, avg_ips: 857.31815 images/sec.
Type : pill Train [ Epoch 256/256 iter 3 ] lr: 0.03000, loss: 0.21402, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.09772 sec, avg_samples: 75.0, avg_ips: 767.49221 images/sec.
Type : pill Test [ Epoch 256/256 ] test_cost: 10.221517 sec max_auc: 0.95499 roc_auc : 0.898254.
